"text","likeCount","reply"
"日本化妝 中國濾鏡沒聽過嗎",1,TRUE
"沒聽過",0,TRUE
"視頻 我說了 開不開心",0,TRUE
"時代會變的",0,TRUE
"應該要判罰 不然社會不會有警惕",2,FALSE
"這我太有經驗了，瀨聊一下就去洗澡，洗了10年",0,TRUE
"绿茶女",0,FALSE
"我們稱為叫仇恨值高",1,TRUE
"我擦，都传到台湾去了",0,FALSE
"同意，织女真的恶心。如果她真的有良心的话一开始就不会有这种事，她根本就不是真心道歉，根本就是被网暴被迫道歉的",1,TRUE
"Porque existen mujeres asi tan crueles, Espero que siempre viva infeliz, una gran manipuladora, odio a esta chica",1,FALSE
"岂止，全球传播了。",0,TRUE
"中国政府： 前女友无罪，死者姐姐 把聊天记录发到网上，侵犯隐私。 全网封杀，并判罚。 这就是共产党",0,TRUE
"你想多了，大陆女生都是这样的，网上线下都一样",0,TRUE
"无罪了，反而还把胖猫姐姐封了，说她侵犯谭竹的隐私权哈哈",0,TRUE
"无罪了，反而还把胖猫姐姐封了，说她侵犯谭竹的隐私权哈哈",0,TRUE
"哈哈，恋爱脑女的",0,TRUE
"太可悲了",0,TRUE
"警察不仅没抓谭竹，反而把胖猫姐姐和她家人都封号了，哈哈，太幽默了",0,TRUE
"他从17岁开始被骗，被PUA3年，父母还离异，太惨了",0,TRUE
"他父母都离婚了，不然你以为为什么他这么缺爱容易被她骗",0,TRUE
"不仅活下来了，而且重庆警方还把胖猫家人的账号全部封了",0,TRUE
"谭竹到现在都没道歉，警察还很善心帮她挡人肉搜索",0,TRUE
"现在大陆女的99%都只想偷男的钱跑路，因为国家支持合法彩礼抢钱",0,TRUE
"不用他也是，国服巅峰玩家",0,TRUE
"是17岁就开始被打击了",0,TRUE
"哥們你看完新聞了嗎就亂説話",0,TRUE
"-xw4cw 又一个看不懂春秋笔法的，接着跪舔重庆警方吧",0,TRUE
"漂亮？把妆卸了就是个波刚",1,TRUE
"道歉就能挽回一個小孩嗎，",0,FALSE
"沒交過女友，找真心",0,FALSE
"feminist in china",0,FALSE
"，坏事传千里。这下都知道这边有龟公了。",0,TRUE
