ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Political Ideology _1,Party Affiliation _1,Voting,G2-Timer_First Click,G2-Timer_Last Click,G2-Timer_Page Submit,G2-Timer_Click Count,g2-field-study,g2-field-work,g2q2_1,g2q2_2,g2q3a,g2q3b,g2q3c,g2p4_1,g2p4_2,G1-Timer_First Click,G1-Timer_Last Click,G1-Timer_Page Submit,G1-Timer_Click Count,G1_control,G1_republican,G1_democratic,G1_Q2_allgroups,G1_Q3_allgroups,G1_Q4_allgroups,G3-Timer_First Click,G3-Timer_Last Click,G3-Timer_Page Submit,G3-Timer_Click Count,g3q1_1,g3q1_2,g3q1_3,g3q3,g3q2-attention check,G5_timer_First Click,G5_timer_Last Click,G5_timer_Page Submit,G5_timer_Click Count,G5q1_trust_headline,G5q2_successful,G5q3_trust_platforms_1,G5q3_trust_platforms_2,G5q3_trust_platforms_3,G5q3_trust_platforms_4,G5q3_trust_platforms_5,G7_timer_First Click,G7_timer_Last Click,G7_timer_Page Submit,G7_timer_Click Count,G7Q1,G7Q2,G7Q3,G7Q4,G13-Timer_First Click,G13-Timer_Last Click,G13-Timer_Page Submit,G13-Timer_Click Count,G13_DV,G14_timer_First Click,G14_timer_Last Click,G14_timer_Page Submit,G14_timer_Click Count,G14_Axis1_IOcooperat,G14_Axis1_sovereignt,G14_Axis2_democracy,G14_Axis2_strongman,G14_Axis2_majority,G14_Axis2_constituti,Overall_ManipulCheck,Overall_ManipulCheck_DO,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,state,Create New Field or Choose From Dropdown...,FL_76_DO,Group2_Gender&AcademicCapability-FirstHalf_DO,Group1_CampaignFinance_DO,Group3_ImmigrantsOrigins_DO,Group5_MistrustSocialMedia_DO,Group7_JunkfoodAds_DO,Group13_AITrust_DO,Group14_Authoritarianism&AmericanRights_DO
R_1QswjAUF7gY0WDr,33.7485,-84.3871,anonymous,EN,1,Yes,Female,,1981,White,Not Hispanic or Latino,"Some college, but no degree",Working part-time,"$100,000-$149,999",Arkansas,Urban,,Moderate,Republican,I didn't vote in the last election,3.659,36.79,37.902,9,Medicine ,Doctor,Good,Good,,"External help (tutors, parents)",,Excellent,Good,7.146,44.527,46.43,13,,,Support,Both parties receive similar amounts,No commas,No,1.394,77.159,78.399,12,To a moderate extent,To a great extent,To a great extent,"Yes, I have friends who are immigrants.",The impact of climate change on the American society,1.283,15.88,16.831,15,Strongly Trust,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,1.894,61.207,61.744,13,Yes,Very Healthy,I'd grab it instantly!,Strongly Agree,1.428,14.961,16.001,2,AI assisted with Human,0.858,22.657,22.683,16,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance|Campaign finance or donation limit,6819a2b9-1bc5-168e-e8d5-17dcf8628a1b,44,2,6,1,1,2,3,3,72745,,,Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds|Group13_AITrust|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3DImXLSsnegw9i6,47.5741,-122.3975,anonymous,EN,0.899999976,Yes,Female,,1979,Asian,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"Less than $25,000",Washington,Suburban,,Moderate,Lean Democrat,I didn't vote in the last election,2.596,42.608,46.73,8,NA,Freelance ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,20.868,56.544,64.871,6,Neither support or oppose,,,"Republicans, by a lot",20,No,15.159,49.54,51.193,10,To a very great extent,To a very great extent,To a very great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,7.383,54.261,55.109,12,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,2.082,30.777,31.48,11,Yes,Moderate,I'd politely pass.,Strongly Agree,4.539,35.094,36.514,5,Collaboration between AI and Human (50-50),6.623,49.218,50.234,13,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Trust of social media platforms|Evaluating a student's academic performance,6819a350-f55b-1b39-571e-bf1839ae48fc,45,2,1,5,1,4,3,4,98032,,,Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5qcEBMuCsZUmCjL,47.7586,-122.2057,anonymous,EN,0.600000024,Yes,Female,,1960,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"Less than $25,000",Oregon,Suburban,,Somewhat Conservative,Lean Republican,Republican candidate,16.931,209.57,220.127,18,Did not have a field of study did not complete college,It was Sales and cruise tours,Excellent,Excellent,Natural brilliance,,,Excellent,Average,3.103,118.483,121.976,12,,Somewhat support,,Both parties receive similar amounts,"1,000,000",No,29.665,74.765,75.632,9,To a great extent,To a very great extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,16.176,107.141,109.076,31,Strongly Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,8.063,35.733,37.484,11,Yes,Healthy,I'd definitely say no.,Agree,36.662,49.529,55.191,2,Human assisted by AI,24.876,227.383,228.93,14,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,A case heard and decided by the International Criminal Court,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819a117-b9d1-b60d-9f88-3c5e3a52f045,64,2,2,1,1,4,6,4,19740,,,Group7_JunkfoodAds|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group13_AITrust,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5oKLzLTcxLT0zdB,25.7277,-80.3716,anonymous,EN,1,Yes,Male,,1965,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"$50,000-$74,999",Florida,Suburban,,Moderate,Democrat,Democratic candidate,1.92,51.086,51.962,4,business management,airline ,Good,Good,Natural brilliance,,,Good,Average,8.591,27.665,28.469,4,,Support,,"Republicans, by a lot","100,000",No,28.021,35.49,36.381,4,To a somewhat great extent,To a somewhat great extent,To a somewhat great extent,I’m not sure.,An immigrant who is applying for permanent residency in the United States,19.692,32.303,33.388,7,Distrust,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,3.692,21.838,33.408,4,Yes,Unhealthy,I'd grab it instantly!,Disagree,17.49,17.49,18.95,1,Human alone,5.746,43.565,44.541,6,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Trust of social media platforms|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance,6819a43c-c6c0-0c12-e400-ce129db1b14d,60,1,8,1,1,6,1,3,33165,,,Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3CUKA77sUzKMi1p,36.9102,-121.7564,anonymous,EN,1,Yes,Female,,1958,White,Not Hispanic or Latino,Some high school or less,Retired,"Less than $25,000",California,Rural,,Moderate,Lean Republican,Republican candidate,10.845,76.758,77.942,5,None,Retired,Good,Good,,Natural brilliance,,Good,Good,12.291,95.335,95.781,24,Neither support or oppose,,,Both parties receive similar amounts,"100,000",No,59.905,100.592,102.319,14,To a moderate extent,To a moderate extent,To a moderate extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,34.262,81.335,82.707,40,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,10.475,92.054,93.371,34,Yes,Moderate,I'd politely pass.,Neither Agree nor Disagree,39.248,54.335,54.848,10,Human alone,15.061,103.335,103.819,42,Agree,Neutral,Neutral,Disagree,Neutral,Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance,6819a110-7f55-30fd-5724-20a5c98a2868,66,2,2,1,1,1,6,4,93635,,,Group7_JunkfoodAds|Group1_CampaignFinance|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1YfhO6iGmOmEYXu,35.2156,-94.2558,anonymous,EN,0.899999976,Yes,Male,,1977,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$25,000-$49,999",Arkansas,Suburban,,Moderate,Independent,Neither - voted for an independent candidate,1.95,38.546,39.244,14,Business ,Marketing ,Excellent,Excellent,,,Natural brilliance,Average,Good,5.24,25.545,26.561,9,Support,,,Both parties receive similar amounts,25,No,4.354,31.653,32.401,11,To a great extent,To a very great extent,To a very great extent,I’m not sure.,An immigrant who is applying for permanent residency in the United States,6.172,47.001,47.896,25,Distrust,Very Unlikely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,1.938,32.583,34.748,19,Yes,Moderate,I'd grab it instantly!,Strongly Disagree,3.251,22.45,25.259,8,Human alone,4.175,29.267,29.697,21,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Trust of social media platforms,6819a466-c5ee-fd4c-50bb-d243154cb5b5,47,1,4,1,1,6,3,3,72936,,,Group7_JunkfoodAds|Group13_AITrust|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_54hwEC42nMrXKhz,44.3929,-88.7573,anonymous,EN,1,Yes,Male,,2005,White,Not Hispanic or Latino,High school diploma or GED,Unemployed and looking for work,"Less than $25,000",Wisconsin,Urban,,Very Liberal,Strong Democrat,Democratic candidate,1.046,27.997,30.048,5,Nothing,Nothing,Excellent,Excellent,,,Natural brilliance,Good,Average,13.731,34.642,34.841,11,Somewhat support,,,"Republicans, by a lot",80000,No,58.246,90.298,91.351,4,To a great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,15.92,34.686,35.711,7,Distrust,Unlikely,Very Unlikely,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,5.09,18.525,51.779,9,Yes,Very Unhealthy,I'd probably say yes.,Strongly Agree,13.657,16.144,16.395,3,Collaboration between AI and Human (50-50),20.106,60.912,62.419,10,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit,6819a3d6-7338-6517-cf39-1efa7465422f,19,1,1,1,1,2,1,2,54106,,,Group13_AITrust|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group1_CampaignFinance|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3bP5t1lS0uEnp0B,30.6215,-81.5914,anonymous,EN,0.899999976,Yes,Male,,1996,White,Hispanic or Latino,"Some college, but no degree",Working full-time,"$25,000-$49,999",Florida,Suburban,,Somewhat Liberal,Lean Democrat,I didn't vote in the last election,1.534,22.946,23.547,9,Hospitality ,Hospitality,Excellent,Excellent,,Natural brilliance,,Excellent,Average,0.218,35.079,35.618,10,,,Support,Both parties receive similar amounts,1000000,No,6.957,42.714,43.25,12,To a great extent,To a very great extent,To a great extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,2.518,43.748,44.217,21,Can't say,Very Likely,Likely,Likely,Unlikely,Likely,Unlikely,1.273,50.861,51.382,14,Yes,Moderate,I'd definitely say no.,Disagree,2.372,18.153,18.952,5,Human alone,2.779,62.027,62.049,25,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit,6819a46f-6e10-2614-fa5a-6883b7ca857e,29,1,2,1,16,5,5,3,32097,,,Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_75Wtfc7ZgzRanUf,35.3288,-118.9748,anonymous,EN,0.899999976,Yes,Female,,1970,Two or more races,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$25,000-$49,999",California,Urban,,Very Liberal,Democrat,Neither - voted for an independent candidate,10.682,164.174,164.878,22,Financial/Business,Banking ,Excellent,Excellent,Natural brilliance,,,Excellent,Excellent,24.635,65.631,66.75,10,,,Neither support or oppose,"Republicans, by a lot",200,No,60.864,139.325,146.465,11,To a great extent,To a somewhat great extent,To a great extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,28.824,91.894,92.572,18,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,3.608,78.959,81,10,Yes,Healthy,I'd definitely say no.,Neither Agree nor Disagree,20.383,68.931,72.001,6,Human alone,71.85,196.066,231.072,17,Neutral,Neutral,Agree,Neutral,Agree,Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Trust of social media platforms,6819a111-467a-542e-795f-f453c11850a3,74,2,3,3,1,5,1,4,93307,,,Group13_AITrust|Group7_JunkfoodAds|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_38Be1XxV0CnrWhf,33.7485,-84.3871,anonymous,EN,0.899999976,Yes,Female,,1982,White,Not Hispanic or Latino,High school diploma or GED,Other,"Less than $25,000",Georgia,Rural,,Moderate,Independent,I didn't vote in the last election,3.071,52.336,55.049,23,None,None,Excellent,Excellent,Natural brilliance,,,Good,Average,5.886,59.509,60.483,16,,,Neither support or oppose,Both parties receive similar amounts,100,No,14.604,88.361,89.276,19,To a great extent,To a very great extent,To a very great extent,I’m not sure.,An immigrant who is applying for permanent residency in the United States,11.56,91.566,92.499,22,Strongly Distrust,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,5.812,76.94,77.467,25,Yes,Moderate,I'd probably say yes.,Agree,7.215,66.039,67.241,12,Collaboration between AI and Human (50-50),4.402,87.773,90.334,18,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,A case heard and decided by the International Criminal Court,Trust of social media platforms|Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance,6819a35b-5e31-857a-a867-0a2ee6d4582d,42,2,1,1,1,2,4,3,30523,,,Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group13_AITrust|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3hMabSFgGps0Xap,33.8744,-117.8565,anonymous,EN,1,Yes,Female,,1946,Asian,Not Hispanic or Latino,Bachelor’s degree,Retired,"$50,000-$74,999",California,Suburban,,Somewhat Conservative,Republican,Republican candidate,23.083,132.101,133.616,5,None,Retire,Excellent,Excellent,Natural brilliance,,,Average,Average,62.074,201.354,206.048,4,,Oppose,,"Democrats, by a lot",150000000,Yes,78.517,167.661,169.562,4,To a great extent,To a moderate extent,To a moderate extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,45.313,130.641,132.278,8,Strongly Distrust,Can't say,Unlikely,Likely,Likely,Very Likely,Very Likely,8.48,111.336,119.469,5,No,Healthy,I'd probably say yes.,Strongly Agree,127.371,127.371,131.906,1,Human assisted by AI,92.359,188.879,191.477,6,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Campaign finance or donation limit|Trust of social media platforms|A case heard and decided by the International Criminal Court,68199a11-094a-f6db-9640-94a7f91337ee,78,2,12,9,1,5,2,4,92870,,,Group7_JunkfoodAds|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group13_AITrust|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1IaeAjaSIwCFI5J,40.5978,-74.0001,anonymous,EN,1,Yes,Female,,1988,Asian,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$75,000-$99,999",New York,Urban,,Somewhat Liberal,Lean Democrat,I didn't vote in the last election,1.223,28.502,29.173,11,Nutrition,Nutrition,Good,Good,,Natural brilliance,,Good,Good,10.254,29.639,30.322,12,,,Neither support or oppose,"Republicans, by a lot",10000,No,9.456,35.587,36.441,13,To a moderate extent,To a very small extent,To a moderate extent,"Yes, I have close family members who are immigrants.,Yes, I have friends who are immigrants.,Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,2.994,44.731,45.397,21,Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,9.958,35.391,36.792,16,Yes,Healthy,I'd definitely say no.,Disagree,5.685,19.659,20.338,5,Human alone,1.404,52.949,53.489,23,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit,6819a365-e375-1601-91e7-03f3adc18acb,36,2,14,5,1,6,1,1,11214,,,Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group13_AITrust,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_51ih9frWEmCAg93,44.9834,-93.2622,anonymous,EN,0.899999976,Yes,Female,,1987,White,Not Hispanic or Latino,"Some college, but no degree",A homemaker or stay-at-home parent,"$25,000-$49,999",Minnesota,Suburban,,Very Concservative,Republican,Republican candidate,1.358,117.416,119.491,6,Not applicable ,Homemaker,Good,Good,Natural brilliance,,,Good,Good,7.959,52.063,52.832,6,Somewhat oppose,,,Both parties receive similar amounts,1000000000,No,51.715,74.688,76.162,11,To a great extent,To a somewhat great extent,To a moderate extent,"Yes, I have friends who are immigrants.,Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,5.909,21.445,21.936,11,Can't say,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Likely,7.185,93.891,94.633,17,Yes,Moderate,I'd politely pass.,Neither Agree nor Disagree,30.138,46.295,47.236,2,Human alone,17.662,38.393,38.785,12,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,A case heard and decided by the International Criminal Court,Trust of social media platforms|A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Evaluating a student's academic performance,6819a419-9020-efda-3fcb-ac54c8e8be8b,38,2,5,1,1,3,2,2,55024,,,Group13_AITrust|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
